"corpus","preloaded/trends_en"
"subcorpus","-"
"concordance size","10000"
"query","Query:[word=""word""] within <doc (year=""2019"") />;Random sample:10000"
"Reference","Left","KWIC","Right"
"2019-09-04",", unwell, and physically most vulnerable people in Scotland, we are facing something of a crisis. </s><s> We are hearing the","word","''crisis'' quite a lot at the moment. </s><s> We have had months of the ''Brexit crisis'', as well as the ''climate crisis'', ''mental"
"2019-09-04","special or befitting of the kind of honour which ""class"" seems to bestow; it''s just being a decent human being. </s><s> Save the","word","for stars on the pitch. </s><s> *Remember, if responding to such news, it''s imperative that end your Tweet or comment with ""from"
"2019-09-05","women empowerment. </s><s> HGTV star''s GoFundMe raises more than $70K for Hurricane Dorian victims </s><s> Bryan Baeumler has one","word","to describe the people of the Bahamas. </s><s> Baeumler was vacationing away from Caerula Mar -- the South Andros island"
"2019-09-05","Nicki Minaj. </s><s> The Queen rapper took to Twitter on September 5 to spontaneously announce her retirement from music. </s><s> No","word","on what''s to come of Minaj''s supposed forthcoming album in the interim. </s><s> Minaj''s surprise announcement means that her"
"2019-09-06","-- can be attributed in part to his last name, which is spelt similar to and pronounced exactly like a colloquial cuss","word","that is a vulgar reference to the vagina. </s><s> While sportscasters in Europe like Peter Drury have no qualms shouting out the"
"2019-09-06","show. </s><s> With all these things at hand, it makes the fans a lot more eager to obtain the new episodes. </s><s> But sadly, there is no","word","yet about its arrival on NBC. </s><s> Many fans thought that Blindspot Season 5 would likely premiere this October considering"
"2019-09-06",". </s><s> Despite its name, it does not include a turbocharger. </s><s> It can not and it could not. </s><s> It''s an electric car. </s><s> Instead, the","word","""turbo"" has taken on a symbolic meaning in the Porsche''s nomenclature. </s><s> But before you get too mad, let''s remember that"
"2019-09-07","him. </s><s> - Starscream to Soundwave as the former is about to take Megatron off life support. </s><s> And Soundwave STILL won''t say a","word",". </s><s> - Megatron cackles as he awakes in Bumblebee''s body. </s><s> -- Ratchet is unimpressed with Raf''s picture of his family. </s><s> """
"2019-09-07","at Tŷ Pawb. 7.30pm -9.30pm. </s><s> Open to everyone who loves to sing. </s><s> We will also welcome the amazing poet and spoken","word","artist Evrah Rose to begin our exciting collaboration ""Where Are We Now?"" </s><s> bringing together a fusion of music, spoken"
"2019-09-08","launched her very own creative space, a multimedia art photography studio aptly named Baran Studio. </s><s> In Persian, the","word","""baran"" means rain, which Leila sees as a favor and a blessing from God. </s><s> ""When it starts to rain, I am more inspired by my"
"2019-09-08",","" and a brand new single ""Trust Fall."" </s><s> Despite the single being released the day before, fans still sang along to every","word","and matched the energy of the other songs on the setlist. </s><s> Minnette even paused between songs to tell the crowd, ""You''re"
"2019-09-10","healing and combat the symptoms. </s><s> This was a bombshell. </s><s> I knew I was dealing with anxiety, but not once has she used that","word",". </s><s> All of this shifted in a matter of days. </s><s> In terms of my marriage, we were able to connect again emotionally and"
"2019-09-10","corpora and on the corpora with word tokens replaced by their lemmas. </s><s> Then, these models were evaluated on the","word","sense disambiguation task. </s><s> This was done for the English and Russian languages. </s><s> The experiments showed that while"
"2019-10-01","2017, there were 419 reported homicides, according to the United Nations Office on Drugs and Crime. </s><s> The first official","word","of his death came in a tweet by Saudi state television. </s><s> ""Maj. Gen. Abdulaziz al-Fagham, bodyguard of the Custodian of"
"2019-10-01","significant improvements in both signal quality (e.g. signal-to-noise ratio (SNR)) and speech recognition (e.g.","word","error rate (WER)). </s><s> Such systems are generally non-causal and require a large context for robust estimation of"
"2019-10-02","American expat Mickey Pearson (Matthew McConaughey) who built a highly profitable marijuana empire in London. </s><s> When","word","gets out that he''s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an"
"2019-10-03","this investigation anonymously can do so by calling the CrimeStoppers Tip Line at 1 (800) 494-TIPS or by texting the","word","''TIP'' to CRIME (27463). </s><s> The Boston Police Department will stringently guard and protect the identities of all those"
"2019-10-03","for writing this letter, and I''m the son of a Polish Holocaust survivor. </s><s> The ambassador couldn''t muster a single","word","of sympathy for Renia Spiegel, one of the three million Jewish Poles murdered in the Holocaust. </s><s> I suggest she visits a"
"2019-10-04","he''s been. </s><s> It''s far more difficult to balance a city budget and provide good services now than when he started. </s><s> Why? </s><s> In a","word",": Headlee, he says, adding: ""That''s not the whole problem but it''s a big part of it."" </s><s> Says Wollenweber, ""There''s really"
"2019-10-05","borborygmi. </s><s> The term comes from the Greek word borborygmos. </s><s> The dictionary says this is an example of onomatopoeia, a","word","that imitates the sound associated with something. </s><s> Yes, just like the Anglo-Saxon term bowwow accurately mimics the"
"2019-10-05","tomorrow - at innovation pointe at 7. </s><s> How can I let the death of former British Premier Margaret Thatcher pass without a","word","? </s><s> Well easily actually. </s><s> But I thought at least I would congratulate Thai TV Channel 5 for using not a picture of Maggie but"
"2019-10-05","in all possible ways..."" </s><s> As grounds of detention, the Kulgam DM has reproduced the police dossier, replacing the","word","""subject"" by ""you"". </s><s> Kulgam Deputy Commis-sioner Showkat Aijaz told The Sunday Express he doesn''t have any off-hand"
"2019-10-06",", when he walked the earth 2000 years ago - healing the sick, raising the dead, turning water into wine, teaching the","word",", among others. </s><s> Jesus Christ, he said, was a change agent so those who followed him faithfully must see a turnaround in"
"2019-10-06","Conference to benefit from the fellowship of the anointed men of God, who had been gifted by the Holy Spirit to impart the","word",", make prophetic declarations and perform life transforming miracles. </s><s> The aim was for the Christian Community across"
"2019-10-07","<s> The first phase consists of roadshows to target university students while the second phase will focus on spreading the","word","to secondary school students. </s><s> As part of the campaign''s first phase, a viral video competition for students is being"
"2019-10-07","has to wonder how many of these Marvel Studios expects to sell. </s><s> In addition, this is a collector''s edition and there is no","word","on whether or not a regular edition will be released at a later time. </s><s> The bonus disc of outtakes and deleted scenes is"
"2019-10-07","<s> Lord John Russell (c. 1850) observed poetically that a ""proverb is the wit of one, and the wisdom of many."" </s><s> But giving the","word","""proverb"" the sort of definition theorists need has proven to be a difficult task, and although scholars often quote"
"2019-10-09","necessary to use certain buzzwords, just because other papers are using those buzzwords. </s><s> One of my pet peeves is the","word","""provably."" </s><s> Everyone wants to say that their method is ""provably"" wonderful in some way. </s><s> OK, fine, but ""proof"" is just"
"2019-10-10","to have an impact. </s><s> BJP MLA Attacks Bigg Boss: ""Couple Of Different Communities Share Beds"" - NDTV News </s><s> ''Modilie'' a new","word","that has become popular worldwide: Rahul''s fresh attack on PM </s><s> Botswana: Soaring Temperatures to Drop Soon </s><s> Gaborone --"
"2019-10-10","""such a big part of my biography"" and she has reached out to them to be included in her biopic. </s><s> However, there has been no","word","yet on whether anyone has agreed to it. </s><s> The 5 Best Guitar and Bass Wall Mounts </s><s> Guitar and bass wall mounts are great for"
"2019-10-10",", says its creator Aheda Zanetti. </s><s> The Australian-Lebanese designer came up with the first burkini, and coined the","word",", in 2003. </s><s> Although it''s now widely used to refer to modest swimwear, and has inspired countless other conservative"
"2019-10-10","procedure like a face lift but are now coming round to the idea of ''liquid face lifts'' using fillers, mostly thanks to","word","of mouth recommendations from their peer group, or seeing their daughters and their friendship groups take the plunge"
"2019-10-11","on bail and was working again, but the head of the vice squad warned the manager, ""If this man ever uses a four-letter","word","in this club again, I''m going to pinch you and everyone in here. </s><s> If he ever speaks against religion, I''m going to pinch you"
"2019-10-13","elective </s><s> services , B Number of consultants (full-time equivalents), and the data </s><s> The relevant definitions of the","word","""consultant"" and phrase </s><s> ""consultant-led"" are shown below, and are taken from page 29 of the DHSC </s><s> document ""Referral to"
"2019-10-14","medical history from clinical notes. </s><s> However, the sparsity in clinical short notes, that is, excessively small","word","counts in the text, can lead to large classification errors. </s><s> Previous studies demonstrated that natural language"
"2019-10-14","easily forgotten: the utter innocence of first love. </s><s> This take reminds the audience of their own youth, when the very","word","''love'' was too huge to be spoken out loud, ''betrayal'' meant looking at someone else, and when desire was a new thing to be"
"2019-10-14","family members. </s><s> He knows the system won''t be effective until the information provided is current and complete. </s><s> The key","word","in his answer was ""opportunity."" </s><s> That is what the governor''s office involves, especially. </s><s> Watching DeWine since"
"2019-10-15","made you want to dive into a story about, essentially, an Intergalactic Amazon? </s><s> G. Willow Wilson: I try not to use that","word","[Amazon]. </s><s> I was just really interested in what a Space Opera would look like from the point of view of your average"
"2019-10-15","that film. </s><s> But now, it looks like Tudyk and Luna aren''t the only Rogue One alumni coming back for seconds. </s><s> Variety brings","word","that the film''s co-writer, Tony Gilroy, has joined the project as well. </s><s> Gilroy and Chris Weitz penned the Rogue One"
"2019-10-16",", he looks to the word of God -- to Jesus and to the Scriptures. </s><s> When he brings Christ and Scripture together to hear God''s","word","on marriage, what he hears is a profound mystery with intensely practical implications. </s><s> And what I would like to do with"
"2019-10-16","500 times. </s><s> But the destruction does not deter her supporters. </s><s> In May this year, white flowers planted to spell out the","word","""JUSTICE"" were pulled out of the flowerbed at the foot of the monument, opposite Valetta''s law courts, according to the"
"2019-10-16","Tuesday released a second, written apology that goes further than the brief video she had posted in the afternoon. </s><s> ""The","word","I sang carries with it a legacy of hurt and pain that I cannot even imagine,"" Rodriguez wrote. </s><s> ""I feel so deeply"
"2019-10-17","Ref]Borovsky A., & Elman J. (2006). </s><s> Language input and semantic categories: A relation between cognition and early","word","learning. </s><s> Journal of Child Language, 33, 759-790. 10.1017/S0305000906007574 [PubMed] [Cross Ref]Bus A. G., & van"
"2019-10-18","off the tee, so there were seemingly no signs of his surgically-repaired back holding him back on the tee box. </s><s> There is no","word","on when DeLaet will next play. </s><s> The PGA Tour has an international swing through Korea, Japan, Bermuda, China and the"
"2019-10-18",","" Ms. Dunn said. </s><s> ""If you were writing anything less than incendiary prose, you weren''t living up to the challenge of the","word","."" </s><s> Ms. Fitch recalled: ""Her voice is constantly in my head. </s><s> When something was particularly well phrased, she''d go, ''"
"2019-10-19","(think ""prettier"" and ""prettiest""). </s><s> Here are some more grammar rules you should know to sound smart. </s><s> But what about the","word","""fun""? </s><s> This simple adjective only has one syllable, so you''d think you''d add suffixes on it to create superlatives. </s><s> But"
"2019-10-20","take its own good time. </s><s> One of the inescapable facts of Brexit politics is a lack of faith in Johnson -- ""we cannot trust a","word","he says,"" Jeremy Corbyn, the leader of the opposition Labour Party, said of the Prime Minister, on Saturday. </s><s> But"
"2019-10-20","event overran, she says) and promises to give us her undivided attention for the next two hours. </s><s> And she kept her","word","and gave so much more. </s><s> Up-close, she glows with such an uncommon beauty and glamour that for a moment I am, for want of a"
"2019-10-22","hand, many regret having opened their mouths when they should have kept them shut. </s><s> Still more, Jesus warns us that every","word","that comes forth from our mouth we will be judged; and Jesus says: ""From the abundance of the heart the mouth speaks."" </s>"
"2019-10-22",". </s><s> A large number of Black individuals use this word in their conversations and music as a way of reclaiming and making the","word","their own -- and if you are Latinx, this is not your word to take back. </s><s> Many Latinx students also agree that the use of the"
"2019-10-23",". </s><s> Perry, 34, was already at his offseason home in London, Ontario, working with a power skating coach when he got the","word","from Murray. </s><s> Perry missed all but 31 games last season after undergoing knee surgery, and those 31 games did not go well. </s>"
"2019-10-24","that Waight Keller had brought up when she was putting together her ready-to-wear collection. </s><s> ""I don''t want to use this","word","feminine,"" she said. </s><s> ""But there is a sensuality that softens that masculinity. </s><s> And the genius of Clare is that she can"
"2019-10-25","to General Council </s><s> Chairman of the People''s National Congress Reform (PNCR), Volda Lawrence on Friday downplayed","word","of a rift over the Alliance For Change''s (AFC) insistence that Khemraj Ramjattan must be President David Granger''s"
"2019-10-26","Paudie Murray''s return to the helm and the future of some older players in the set-up, O''Callaghan says there''s no","word","on who''ll be back and who''s staying on. </s><s> That it is, and there''s nowhere else you''d want it. </s><s> All eyes are on tomorrow ["
"2019-10-28",", and my dog was out loose and unaccounted for roughly during that time,''"" says Wery. </s><s> After the department put out the","word","about the incident on social media, people came out arguing against police as they search for the dog. </s><s> Wery explains"
"2019-10-28","the audience reacts to this line with the kind of enthusiasm usually reserved for football matches. </s><s> Sometimes a single","word","is enough: fans rejoice every time Bogey says ""kid"" and the spectators often quote the classic lines even before the"
"2019-10-31","would be a lift for our neighbours, including their farming community - with knock-on effects for us. </s><s> ''Lift'' is not a","word","that extends to the factory cattle trade, however. </s><s> Prices for bullocks remain stuck on €3.45-3.50/kg, with heifers on"
"2019-10-31","made the spooky get-up even more incredible is the fact she had her famous Minkey cloth protruding from her face, and the","word","""Hinch"" etched into her chest. </s><s> The look was created by hair stylist Carl Bembridge and make-up artist Georgia Nelson,"
"2019-10-31","how political reach should be ""earned and not bought,"" which you can read in full here if you really want to. </s><s> But every","word","of Dorsey''s tweetstorm here is BS. </s><s> He''s doing this because the political left has suddenly decided media outlets"
"2019-11-01","jailed for racially abusing a black musician outside a pub where he was performing. </s><s> Christopher Sylvester used the N","word","during an unprovoked tirade of abuse which left band member Leon Roach angry and upset. </s><s> Sylvester tried to pick a fight"
"2019-11-01","promised, in a landmark speech, that he would do whatever it would take to preserve the eurozone, and he was true to his","word",". </s><s> Under his stewardship, official interest rates were taken to zero; various bank deposit rates were taken into"
"2019-11-01",", Colo., Santa Cruz, Calif. and Las Vegas for the top spot. </s><s> RELATED: You have to sign a 40-page waiver and have a safe","word","before entering the ''world''s scariest haunted house'' </s><s> Yelp said it determined the most haunted cities by ""the"
"2019-11-05","won last weekend and they went down, U-14s, U-16s, it''s something we all do, go to the well. </s><s> It''s the routine. </s><s> ""We got","word","an hour or two afterwards that things were good and we were all together at the well,"" he said. </s><s> ""When word came through, we"
"2019-11-06","4, 2020. </s><s> The second addition is Hollow Knight, 2017''s critically-acclaimed indie from Team Cherry. </s><s> There''s no","word","of when this one will leave the library, suggesting it''s a permanent addition. </s><s> Lastly, Middle-Earth: Shadow of War,"
"2019-11-06",". </s><s> When a game is one point, then it''s everything you did on every possession."" </s><s> Alabama was short-handed coming in with no","word","on Jahvon Quinerly''s waiver and that situation became worse midway through the first half when sophomore forward Herb"
"2019-11-06","a bad font or space in your article cover page. </s><s> Spend exclusive awareness of your own very education essay first","word",". </s><s> Some students become scared to begin composing. </s><s> Eventually, evaluation what you''ve written. </s><s> You could think you"
"2019-11-08","pearly whites, but we can wager that nobody is more famous for their gap than our very own Anele Mdoda. </s><s> Nobody has made the","word","diastema (definition: A gap between one''s teeth) more popular than the 947 presenter who has flaunted the space"
"2019-11-08","renters. </s><s> Yet the Sacramento City Council is learning that not everyone in our community can be trusted to keep their","word","when it comes to making high-profile public agreements. </s><s> Earlier this year, the council made a deal with a group of"
"2019-11-08","kept coming up,"" said Katie Jackson, Padres vice president of marketing. </s><s> ""All ages, all demographics, that","word","was incredibly important. </s><s> They said, ''When we turn on TV and see brown and gold, I know that''s the Padres. </s><s> Nobody else is"
"2019-11-08","other vehicles were involved in the crash. </s><s> The OPP''s collision reconstruction team is investigating, and there is no","word","on when the collector lanes might reopen. </s><s> Their colleges closed -- but their student loans didn''t disappear. </s><s> Then,"
"2019-11-09","notoriously aggressive copyright lawyers of Marvel''s corporate parent Disney, though. </s><s> Instead, it''s the Japanese","word","ame, meaning ""rain,"" since the robberies all took place on the nights of rainstorms or typhoons, with offices on"
"2019-11-09","verge of burn out, either from studies or work. </s><s> Why do we eagerly wait for the weekend so we can ''relax''? </s><s> Why do we use the","word","''Monday morning blues''? </s><s> Why do we get stressed at work? </s><s> ""For me, I don''t have a weekend. </s><s> Every day is a working day, which I"
"2019-11-12","and status as one of the Marvel universe''s strongest characters, Fantastic Four #22 is a classic in every sense of the","word",". </s><s> Arc Hero Waldgeist to Stand at Ballylinch Stud </s><s> Son of Galileo joins Lope de Vega at County Kilkenny operation. </s>"
"2019-11-14","''re published by Dark Horse, and currently, the only way to get them is to pick up a launch edition of the game. </s><s> There''s no","word","on when they''ll be available outside of the game, but you can grab them digitally if you get the game early. </s><s> In addition to"
"2019-11-14","massive beard, wearing a flowing chiffon dress. </s><s> All the groups of men with access passes - literally there is no other","word","for it - flee. </s><s> I doubt men have moved so swiftly since Lot fled Sodom. </s><s> ( ""Flee for your lives! </s><s> Don''t look back, and don''t"
"2019-11-15","intense and/or emotional wins will no longer be tolerated. </s><s> So the team beat Kristaps Porzingis twice and got the last","word","over his pre-trade behavior? </s><s> Great. </s><s> Move on to the next game. </s><s> Rumors of Fizdale''s firing are making it hard to focus? </s>"
"2019-11-17","n''t get your hopes up honey, he likes them thin and blonde."" </s><s> Nothing brings on waves of stress and nausea quite like the","word","''interview.'' </s><s> Even if it''s a job you''re confident you''re qualified for, we''re given a million different pieces of"
"2019-11-17","when I found it. </s><s> I was sobbing, looking for relief, when I read, ""My soul clings to the dust; give me life according to your","word",""" (Psalm 119:25). </s><s> These words suddenly took on new meaning. </s><s> I prayed them, asking God to give me life through his word,"
"2019-11-17","I felt wrung out beyond my strength. </s><s> I wondered if anything could revive me. </s><s> I started listing all the benefits of God''s","word","from Psalm 119, noticing nuances that I had skimmed over before. </s><s> These were promises I could cling to, assurances that"
"2019-11-18","unit within the kidney (a miniscule filter) consisting of a glomerulus and an associated tubule. </s><s> In Greek, the","word","''nephrus'' means kidney, hence the science of kidney diseases and its treatment is known as nephrology. </s><s> World"
"2019-11-19","a room, letting the bullet bounce around to kill himself. </s><s> That is a skill. </s><s> Many people mistake the word assassin for the","word","mercenary. </s><s> A mercenary is someone who kills someone for money or some other reward. </s><s> An assassin kills for more than just"
"2019-11-20","their new quarterly Meredith magazine: ""Reveal."" </s><s> In a joint statement released Wednesday, the twins explained, ""The","word","''Reveal'' perfectly captures the mood of the magazine. </s><s> We plan to reveal more about ourselves and showcase incredible"
"2019-11-20","drone for photography. </s><s> The hobby quickly turned into a business for Nelson, and clients primarily found him through","word","of mouth. </s><s> Nelson, who graduated in 2012 with a bachelor''s degree in geology, is the founder of Nelson Aerial"
"2019-11-20",", wide-eyed. </s><s> He looked stunned, like when she''d told him she was pregnant. </s><s> ""Paul?"" </s><s> she said, and heard his voice say the","word",", and saw her husband open his mouth and say the word, but it wasn''t coming from him. </s><s> It was coming from her, but she wasn''t"
"2019-11-20","leading to death or injury, perjury or falsification of evidence public under RSA 91-A. </s><s> Gagliuso targeted the final","word","in the phrase ""internal personnel practices,"" which he said is overly broad and is now being used to cloak all kinds of"
"2019-11-21","purpose: </s><s> ""If the history of a statute''s enactment reveals that Congress indeed labored arduously over each choice of","word","and each comma, then it is likewise proper for us to analyze each word and comma with precision. </s><s> But when the legislative"
"2019-11-23","now that she is pregnant with their first child. </s><s> Taking to Twitter on Saturday, Ola joked that her hubby has lost the","word","''no'' from his vocabulary, she said: ""I love bossing my husband around. </s><s> He doesn''t say no to anything at the moment. </s><s> I love"
"2019-11-25","to seek new challenges eventually. </s><s> If he signs a new multi-year deal, that would be hard to do, so the player has the last","word","on this matter. </s><s> Comment on Pastor Chris endorses Prophets Uebert and Beverly Angel by Andre J Maruzua </s><s> by Jessica Murphy </s>"
"2019-11-26","$15.7M. </s><s> That''s a bit below most pre-release projections, which had it in the $14M to $18M range. </s><s> But with very positive","word","of mouth and a likely choice for families over the holiday season, look for this title to hold well in the weeks ahead. </s>"
"2019-11-26","grown greens lose 45% of their nutrients by the time they arrive at the supermarket. </s><s> But don''t just take my","word","for it: Christiane Leibrandt, a German-born transplant to Kirkland, was the first shopper to sample the basil and give"
"2019-11-26",""" will be Franco again or even wake up. </s><s> General Hospital spoilers say Liz and Cameron Webber (William Lipton) will await","word","on ""Drew''s"" dangerous procedure. </s><s> Cameron will be especially worried since he blames himself on some level. </s><s> Of course,"
"2019-11-26","friends had been trying in some way to restore the content of the due process of law in its fundamentals without using the","word","''due process.'' </s><s> Thus from the above-mentioned arguments, it could be devised that Article 22 was not to be a complete"
"2019-11-27","family before leaving for work to give an injection to the old woman there and while disposing the trash bag she has a kind","word","for the garbage pickers. </s><s> Without making Helen an over-the-top bubbly character, Ben reveals a sensitive person. </s><s> Then"
"2019-11-30","do you have to offer and are you willing to do that? </s><s> Some people can say yes, but the true work is hard. </s><s> I know I have used the","word","''sacrifice'' a lot in this interview, but to see your friends and bothers in football make the sacrifice for the greater"
"2019-11-30","about it, that means that the french translation is probably slightly longer. </s><s> After all, wand is merely a four-letter","word",", whereas une baguette magique is twenty letters. </s><s> And wand comes up a lot in the books. </s><s> Even the way spells are phrased in"
"2019-11-30","No Malarkey Bus Tour"" through Iowa. </s><s> Are his campaign advisers a bunch of geriatrics? </s><s> I mean, who but gray-hairs uses the","word","""malarkey"" anymore? </s><s> Read the rest here. </s><s> The Democrats are big on these bus tours; they think that''s a way for them to """
"2019-12-04","<s> Perhaps there will be some entirely new horror to wrestle with. </s><s> Whatever happens, congregations will not want to hear a","word","about it. </s><s> They''ll come to light candles and sing ""Silent Night"" -- nothing more, nothing less. </s><s> Exegetical preachers"
"2019-12-04","back in the day. </s><s> In 2014, an old clip of the 25-year-old singing his hit song, ""One Less Lonely Girl,"" but replacing the","word","""girl"" with the n-word went viral. </s><s> A video of the singer telling racist jokes also hit the web a few months later. </s>"
"2019-12-05","money-makin'' deal for them,"" Foreman said. </s><s> When WUWM asked the local VA hospital to comment on Foreman''s concerns,","word","soon came back that VA Secretary Robert Wilkie would chat with us Wilkie told us the Mission Act tries to expand"
"2019-12-06","the Bible? </s><s> 1. </s><s> The Bible is the actual word of God and is to be taken literally, word for word </s><s> 2. </s><s> The Bible is the inspired","word","of God but not everything in it should be taken literally, word for word </s><s> 3. </s><s> The Bible is an ancient book of fables, legends"
"2019-12-06",". </s><s> The most viral memes usually express the most salient truths. </s><s> The memeisphere, despite being an obviously hilarious","word","(thank you, Dawkins), can be thought of as a repository for the intimate nuances of Millenial and Gen Z culture, and a"
"2019-12-06",", because I''d been burned out on the road. </s><s> Finding that balance is tricky, and maybe some people find it to be a corny","word",", but joy is an important thing."" </s><s> Proving that the music world is smaller than we think, Ezra''s work with Beyonce earned"
"2019-12-07",""" combination in words like ""colour"" and ""flavour."" </s><s> The ""uo"" combination is even rarer, which is part of what makes this","word","so beautiful. </s><s> ""Languor"" means lack of energy or vitality, or, more concisely, sluggishness or laziness. </s><s> Here''s"
"2019-12-09","he was eventually ruled out of the game. </s><s> Brutal news for a player who''s been plenty impressive on limited touches. </s><s> Early","word","is that Guice is dealing with an MCL sprain. </s><s> In his absence, Adrian Peterson handled a full workload for Washington,"
"2019-12-10",", bad since birth. </s><s> You ought to be fired, run away from society, and live in a cave."" </s><s> She just told you not to use that","word","unnecessarily in conversation at work again. </s><s> That''s a very reasonable intervention for her to make! </s><s> You''ve already"
"2019-12-11","and New Zealand Foreign Affairs Minister Winston Peters last night emailed me this comment - I''ll let him have the last","word","this week. </s><s> ""Foreign Ministers have contacted me directly, to ask that their respects are passed on and to share our loss"
"2019-12-12","based on word embedding, to character 3-gram embedding. </s><s> Using a corpus of over 1.21 million recipes, we learned the","word","embedding and the character 3-gram embedding by using a Skip-Gram model with negative sampling and fastText to"
"2019-12-12",", and Sasha Velour all went to Vassar (but not all graduated from Vassar). </s><s> Congrats to Georgia on her new school, no","word","yet on where Sophia will be applying to after she re-takes her SATs but TMZ says she''s been seen around town studying. </s><s> So"
"2019-12-12","children,"" read a 1973 advertisement for Prange''s Magical Kingdom of Christmas. </s><s> ""Come see him. </s><s> He just may put in a good","word","to Santa for you."" </s><s> Bruce was the creation of George Hanrahan, the Prange''s display manager who crafted the 9-foot-tall"
"2019-12-13","models, while also being quieter and cooler. </s><s> The Xbox Series X is due to launch in late 2020, although there is no","word","on pricing just yet. </s><s> As an established player in the gaming market, Microsoft''s latest console will undoubtedly be"
"2019-12-15","he intends to sign 25 players between Wednesday and early February. </s><s> As the Aggies and everyone else realize, too, the","word","""committed"" doesn''t quite mean what it once did in the recruiting world. </s><s> ""The Aggies need to make sure and hold on to some"
"2019-12-15","<s> In the video below: Cocaine Cassie gets six-year jail term </s><s> As a blonde-haired, blue-eyed Australian who didn''t speak a","word","of Spanish, Cassie stuck out like a sore thumb. </s><s> She hid in her squalid cell, refused to talk to anyone or even learn the"
"2019-12-16","before I could do anything football-wise. </s><s> ""The months dragged on. </s><s> I have come through a sombre spell. </s><s> ""Quitting is not a","word","in my dictionary - but I have had plenty of annoying days behind me. </s><s> ""I still feel like a Chelsea player. </s><s> I''m at the club"
"2019-12-16","have stopped a town in northern Illinois from adopting religious invocations... without having to say a single","word",". </s><s> McHenry Township was considering the invocations at the request of Trustee Steve Verr, but members of the public were"
"2019-12-17","friend during a trip to Greece, and talks of a potential courtship took off from there. </s><s> While fans anxiously awaited","word","of an impending marriage, it never came. </s><s> Now it looks like we know why; the lady spotted with Jason might actually be"
"2019-12-18","up to the contributor. </s><s> * No more than 5,000 words of prose or 50 lines of poetry. </s><s> * Submissions should be formatted as a","word","document; we cannot work with pdf. </s><s> * Submissions should be double-spaced, use a neutral font style, and font size of"
"2019-12-19","everyone in between, </s><s> In Edmonton, we have been so very fortunate to have a timeless tradition ... oh my, I cannot use that","word","when we describe the Edmonton Singing Christmas Tree. </s><s> I mean, when John Cameron walks on to the Jubilee Auditorium"
"2019-12-19",". </s><s> I''ve thought a lot about that fact this year, particularly as this new iteration of the culture wars rages on. </s><s> To note a","word","Lindsay invoked, for a certain subsect of people, cancellation (read: consequences for bad behavior) is the worst"
"2019-12-20","which is being tasked with preventing World War III -- not a nuclear war, but ""something worse."" </s><s> He''s then given a","word","by Branagh''s character, a word which will ""open the right doors, [and] some of the wrong ones, too."" </s><s> (The word, of course"
"2019-12-24",". </s><s> Do politicians who change parties leave in this manner? </s><s> Like ''impeachment'', ''mediocre'' is a valid English","word",". </s><s> But a lot of us also misuse it. </s><s> This happens in terms of misplacing the part of speech it belongs. </s><s> The word is an adjective"
"2019-12-24","fed from Thompson submachine gun magazines. </s><s> The ""K"" in the designation was apparently a reference to Kurz, the German","word","for ""short."" </s><s> The carbine is 16.5-centimeters shorter than the standard issue M-4 is. </s><s> In order for the M16K to function"
"2019-12-27","or weight loss required!). </s><s> Below, Hardy shared three ways to set true-to-you resolutions for the new year: </s><s> Pick a","word","of the year. </s><s> This ""approach allows for much more nuance and flexibility,"" said Hardy. </s><s> For example, in 2019, Hardy''s"
"2019-12-31","is primordial. </s><s> Refined sugar was first produced in India some 8000 year ago by the people of Indus Valley. </s><s> In fact the","word","Sugar in English is a derivative of the Sanskrit word Shakara. </s><s> The first Indian sweet probably was a close cousin of"
"2019-01-01","by them in My attribute of ""keeping faith,"" by reason of which My name is ""Hashem,"" namely that I am faithful to fulfill My","word",", for I made promises to them but I did not fulfill them [during their lifetime]. </s><s> The patriarchs had received promises"
"2019-01-01","it and you build it the right way. </s><s> You can build winners in this league and guys have shown that across the league."" </s><s> The key","word","here is stray. </s><s> Grier has been formulating his plan for how he would build a championship organization for more than 20"
"2019-01-02","got. </s><s> The Steiner Brothers deserve to be in the Hall of Fame but no one in the WWE wants to hand Scott Steiner a live mic. </s><s> The","word","from backstage was that the WWE offered Batista a WWE Hall of Fame induction in 2017 but he turned it down. </s><s> The reports"
"2019-01-03","the model, then this could lead to a bad representation. is close to the word embedding, may preserve the very original","word","information (with no fancy self-attention etc.). </s><s> On the other hand, you may achieve the very same performance by"
"2019-01-04","Chinese people to the Sichuan earthquake in 2008 was rooted in a combination of the power of social media to spread the","word","from ""many to many"" and the fact that ""someone who has seen the loss of a single child has nothing to lose."" </s><s> The dynamics"
"2019-01-04","Rashida Tlaib, who minced no words during her time up on the microphone. </s><s> The crowd was extremely fired up at the ""i""","word","-- is this a sign for the priorities of the new Congress? </s><s> Why this matters: Looks like Axios Sports will be a mix of ""sports"
"2019-01-05","looked at those parts, there was no doubt in my mind it was her."" </s><s> The verdict came back not guilty on all counts. </s><s> ""I said one","word",", ''Wow,'' that was it,"" said Sparkle. </s><s> ""I think Robert wasn''t convicted because my niece, sister and brother-in-law did"
"2019-01-06","a pen and jotted down my ideas on paper then did my research. </s><s> It''s simple but it''s a solution."" </s><s> The humble chap believes in","word","of mouth to reach out to other Singaporeans about this dish and I can vouch in due time, Ah Lock will get the recognition he"
